ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
4021	utoaztecan-SanJuanPuebloTewa-37_greasefat-1	utoaztecan-SanJuanPuebloTewa	FAT (ORGANIC SUBSTANCE)	grease, fat	ka̧a̧	ka̧a̧	k ã	utoaztecan-37_greasefat-10	1271	1 7	AX	KA	28	28.K.C 28.A.V	2.0 1.5	kã	0	1167
4142	utoaztecan-ShoshoniGosiute-37_greasefat-1	utoaztecan-ShoshoniGosiute	FAT (ORGANIC SUBSTANCE)	grease, fat	yuhu	yuhu	j u h u	utoaztecan-37_greasefat-1	37	6 7 3 7	AXBZ	JYHY	30	30.J.C 30.Y.V 30.H.C 30.Y.V	2.0 1.5 1.75 0.8	juhu	0	1151
4286	utoaztecan-Comecrudo-37_greasefat-1	utoaztecan-Comecrudo	FAT (ORGANIC SUBSTANCE)	grease, fat	pák	pák	p a k		1446	1 7 1	AXN	PAK	7	7.P.C 7.A.V 7.K.c	2.0 1.5 0.8	pak	0	1152
4287	utoaztecan-Comecrudo-37_greasefat-2	utoaztecan-Comecrudo	FAT (ORGANIC SUBSTANCE)	grease, fat	wewuí	wewuí	w e w ui		1447	6 7 6 7	AXBZ	WEWY	7	7.W.C 7.E.V 7.W.C 7.Y.V	2.0 1.5 1.75 0.8	wewui	0	1184
4426	utoaztecan-Comanche-37_greasefat-1	utoaztecan-Comanche	FAT (ORGANIC SUBSTANCE)	grease, fat	yuhu	yuhu	j u h u	utoaztecan-37_greasefat-1	37	6 7 3 7	AXBZ	JYHY	6	6.J.C 6.Y.V 6.H.C 6.Y.V	2.0 1.5 1.75 0.8	juhu	0	1151
4555	utoaztecan-Zuni-37_greasefat-1	utoaztecan-Zuni	FAT (ORGANIC SUBSTANCE)	grease, fat	ʔisha-na	ʔisha-na	ʔ i ʃ a + n a		1599	1 7 3 7 9 4 7	AXBZ_AX	HISA_NA	38	38.H.C 38.I.V 38.S.C 38.A.V 38._._ 38.N.C 38.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ʔiʃa+na	0	1182
4685	utoaztecan-Kawaiisu-37_greasefat-1	utoaztecan-Kawaiisu	FAT (ORGANIC SUBSTANCE)	grease, fat	yuhu-vɨ	yuhu-vɨ	j u h u + v ɨ	utoaztecan-37_greasefat-1	37	6 7 3 7 9 3 7	AXBZ_AX	JYHY_BI	15	15.J.C 15.Y.V 15.H.C 15.Y.V 15._._ 15.B.C 15.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	juhu+vɨ	0	1151
4828	utoaztecan-Chemehuevi-37_greasefat-1	utoaztecan-Chemehuevi	FAT (ORGANIC SUBSTANCE)	grease, fat	yuhi	yuhi	j u h i	utoaztecan-37_greasefat-1	37	6 7 3 7	AXBZ	JYHI	4	4.J.C 4.Y.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	juhi	0	1149
4829	utoaztecan-Chemehuevi-37_greasefat-2	utoaztecan-Chemehuevi	FAT (ORGANIC SUBSTANCE)	grease, fat	wiiwapi	wiiwapi	w iː w a p i		1732	6 7 6 7 1 7	AXBYBZ	WIWAPI	4	4.W.C 4.I.V 4.W.C 4.A.V 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wiːwapi	0	1183
4969	utoaztecan-SouthernPaiute-37_greasefat-1	utoaztecan-SouthernPaiute	FAT (ORGANIC SUBSTANCE)	grease, fat	yu(h)u	yuu	j uː	utoaztecan-37_greasefat-1	37	6 7	AX	JY	32	32.J.C 32.Y.V	2.0 1.5	juː	0	1149
5097	utoaztecan-SouthernUte-37_greasefat-1	utoaztecan-SouthernUte	FAT (ORGANIC SUBSTANCE)	grease, fat	yɨú-pi	yɨú-pi	j ɨu + p i	utoaztecan-37_greasefat-1	37	6 7 9 1 7	AX_AX	JI_PI	33	33.J.C 33.I.V 33._._ 33.P.C 33.I.V	2.0 1.5 0.0 2.0 1.5	jɨu+pi	0	1178
41	utoaztecan-Mono-41_feather-1	utoaztecan-Mono	FEATHER	feather	qasa	qasa	q a s a	utoaztecan-41_feather-1	41	1 7 3 7	AXBZ	KASA	20	20.K.C 20.A.V 20.S.C 20.A.V	2.0 1.5 1.75 0.8	qasa	0	1204
176	utoaztecan-Tubatulabel-41_feather-1	utoaztecan-Tubatulabel	FEATHER	feather	aŋaa	aŋaa	a ŋ aː	utoaztecan-41_feather-4	153	7 4 7	XBZ	ANA	36	36.A.V 36.N.C 36.A.V	1.5 1.75 0.8	aŋaː	0	1192
332	utoaztecan-Serrano-41_feather-1	utoaztecan-Serrano	FEATHER	feather	mahaa-t	mahaa-t	m a h aː + t	utoaztecan-41_feather-5	242	4 7 3 7 9 1	AXBZ_A	MAHA_T	29	29.M.C 29.A.V 29.H.C 29.A.V 29._._ 29.T.C	2.0 1.5 1.75 0.8 0.0 2.0	mahaː+t	0	1195
462	utoaztecan-Cahuilla-41_feather-1	utoaztecan-Cahuilla	FEATHER	feather	wíki-ly	wíki-ly	w i k i + l y	utoaztecan-41_feather-6	319	6 7 1 7 9 5 7	AXBZ_AX	WIKI_LY	3	3.W.C 3.I.V 3.K.C 3.I.V 3._._ 3.L.C 3.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	wiki+ly	0	1187
589	utoaztecan-Cupeno-41_feather-1	utoaztecan-Cupeno	FEATHER	feather	wíki-ly	wíki-ly	w i k i + l y	utoaztecan-41_feather-6	319	6 7 1 7 9 5 7	AXBZ_AX	WIKI_LY	9	9.W.C 9.I.V 9.K.C 9.I.V 9._._ 9.L.C 9.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	wiki+ly	0	1187
714	utoaztecan-Luiseno-41_feather-1	utoaztecan-Luiseno	FEATHER	feather	hum$át	humsát	h u m s a t	utoaztecan-41_feather-5	242	3 7 4 3 7 1	AXMBYN	HYMSAT	18	18.H.C 18.Y.V 18.M.c 18.S.C 18.A.V 18.T.c	2.0 1.5 1.1 1.75 1.3 0.8	humsat	0	1202
843	utoaztecan-Gabrielino-41_feather-1	utoaztecan-Gabrielino	FEATHER	feather	-māsan	-māsan	m aː s a n	utoaztecan-41_feather-5	242	4 7 3 7 4	AXBYN	MASAN	11	11.M.C 11.A.V 11.S.C 11.A.V 11.N.c	2.0 1.5 1.75 1.3 0.8	maːsan	0	1195
972	utoaztecan-Hopi-41_feather-1	utoaztecan-Hopi	FEATHER	feather	nákwa	nákwa	n a kʷ a	utoaztecan-41_feather-11	507	4 7 1 7	AXBZ	NAKA	13	13.N.C 13.A.V 13.K.C 13.A.V	2.0 1.5 1.75 0.8	nakʷa	0	1197
1101	utoaztecan-Papago-41_feather-1	utoaztecan-Papago	FEATHER	feather	aʔan	aʔan	a ʔ a n	utoaztecan-41_feather-4	153	7 1 7 4	XBYN	AHAN	25	25.A.V 25.H.C 25.A.V 25.N.c	1.5 1.75 1.3 0.8	aʔan	0	1209
1238	utoaztecan-PimaDeOnavas-41_feather-1	utoaztecan-PimaDeOnavas	FEATHER	feather	aʔanag	aʔanag	a ʔ a n a g	utoaztecan-41_feather-4	153	7 1 7 4 7 1	XBYBYN	AHANAK	26	26.A.V 26.H.C 26.A.V 26.N.C 26.A.V 26.K.c	1.5 1.75 1.3 1.75 1.3 0.8	aʔanag	0	1209
1387	utoaztecan-NorthernTepehuan-41_feather-1	utoaztecan-NorthernTepehuan	FEATHER	feather	aane	aane	aː n e	utoaztecan-41_feather-4	153	7 4 7	XBZ	ANE	22	22.A.V 22.N.C 22.E.V	1.5 1.75 0.8	aːne	0	1192
1538	utoaztecan-NorthernPaiute-41_feather-1	utoaztecan-NorthernPaiute	FEATHER	feather	kassa	kassa	k a sː a	utoaztecan-41_feather-1	41	1 7 3 7	AXBZ	KASA	21	21.K.C 21.A.V 21.S.C 21.A.V	2.0 1.5 1.75 0.8	kasːa	0	1204
1539	utoaztecan-NorthernPaiute-41_feather-2	utoaztecan-NorthernPaiute	FEATHER	feather	pɨhɨ	pɨhɨ	p ɨ h ɨ	utoaztecan-41_feather-35	687	1 7 3 7	AXBZ	PIHI	21	21.P.C 21.I.V 21.H.C 21.I.V	2.0 1.5 1.75 0.8	pɨhɨ	1	1225
1691	utoaztecan-Opata-41_feather-1	utoaztecan-Opata	FEATHER	feather	usat	usat	u s a t	utoaztecan-41_feather-7	725	7 3 7 1	XBYN	YSAT	23	23.Y.V 23.S.C 23.A.V 23.T.c	1.5 1.75 1.3 0.8	usat	0	1207
1837	utoaztecan-Eudeve-41_feather-1	utoaztecan-Eudeve	FEATHER	feather	húnsa	húnsa	h u n s a	utoaztecan-41_feather-7	725	3 7 4 3 7	AXMBZ	HYNSA	10	10.H.C 10.Y.V 10.N.c 10.S.C 10.A.V	2.0 1.5 1.1 1.75 0.8	hunsa	0	1194
1978	utoaztecan-Guarijio-41_feather-1	utoaztecan-Guarijio	FEATHER	feather	maʔsá	maʔsá	m a ˀs a	utoaztecan-41_feather-5	242	4 7 3 7	AXBZ	MASA	12	12.M.C 12.A.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	maˀsa	0	1195
2104	utoaztecan-Tarahumara-41_feather-1	utoaztecan-Tarahumara	FEATHER	feather	maʔsá	maʔsá	m a ˀs a	utoaztecan-41_feather-5	242	4 7 3 7	AXBZ	MASA	34	34.M.C 34.A.V 34.S.C 34.A.V	2.0 1.5 1.75 0.8	maˀsa	0	1195
2246	utoaztecan-Tubar-41_feather-1	utoaztecan-Tubar	FEATHER	feather	masá-t	masá-t	m a s a + t	utoaztecan-41_feather-5	242	4 7 3 7 9 1	AXBZ_A	MASA_T	35	35.M.C 35.A.V 35.S.C 35.A.V 35._._ 35.T.C	2.0 1.5 1.75 0.8 0.0 2.0	masa+t	0	1195
2400	utoaztecan-Mayo-41_feather-1	utoaztecan-Mayo	FEATHER	feather	mása	mása	m a s a	utoaztecan-41_feather-5	242	4 7 3 7	AXBZ	MASA	19	19.M.C 19.A.V 19.S.C 19.A.V	2.0 1.5 1.75 0.8	masa	0	1195
2534	utoaztecan-Yaqui-41_feather-1	utoaztecan-Yaqui	FEATHER	feather	mása	mása	m a s a	utoaztecan-41_feather-5	242	4 7 3 7	AXBZ	MASA	37	37.M.C 37.A.V 37.S.C 37.A.V	2.0 1.5 1.75 0.8	masa	0	1195
2675	utoaztecan-Cora-41_feather-1	utoaztecan-Cora	FEATHER	feather	aná	aná	a n a	utoaztecan-41_feather-4	153	7 4 7	XBZ	ANA	8	8.A.V 8.N.C 8.A.V	1.5 1.75 0.8	ana	0	1192
2806	utoaztecan-Huichol-41_feather-1	utoaztecan-Huichol	FEATHER	feather	aná	aná	a n a	utoaztecan-41_feather-4	153	7 4 7	XBZ	ANA	14	14.A.V 14.N.C 14.A.V	1.5 1.75 0.8	ana	0	1192
2807	utoaztecan-Huichol-41_feather-2	utoaztecan-Huichol	FEATHER	feather	anɨɨ	anɨɨ	a n ɨː		1013	7 4 7	XBZ	ANI	14	14.A.V 14.N.C 14.I.V	1.5 1.75 0.8	anɨː	0	1192
2808	utoaztecan-Huichol-41_feather-3	utoaztecan-Huichol	FEATHER	feather	aanna	aanna	aː nː a	utoaztecan-41_feather-4	153	7 4 7	XBZ	ANA	14	14.A.V 14.N.C 14.A.V	1.5 1.75 0.8	aːnːa	0	1192
2965	utoaztecan-ClassicalAztec-41_feather-1	utoaztecan-ClassicalAztec	FEATHER	feather	iʔwi-tl	iʔwi-tl	i ˀw i + t l	utoaztecan-41_feather-8	1064	7 6 7 9 1 5	XBZ_AC	IWI_TL	5	5.I.V 5.W.C 5.I.V 5._._ 5.T.C 5.L.C	1.5 1.75 0.8 0.0 2.0 1.5	iˀwi+tl	0	1186
3102	utoaztecan-Pannamint-41_feather-1	utoaztecan-Pannamint	FEATHER	feather	kasa	kasa	k a s a	utoaztecan-41_feather-1	41	1 7 3 7	AXBZ	KASA	24	24.K.C 24.A.V 24.S.C 24.A.V	2.0 1.5 1.75 0.8	kasa	0	1204
3238	utoaztecan-AztecTetelcingo-41_feather-1	utoaztecan-AztecTetelcingo	FEATHER	feather	tohmii-tl	tohmii-tl	t o h m iː + t l	utoaztecan-41_feather-12	1141	1 7 3 4 7 9 1 5	AXBCZ_AC	TUHMI_TL	1	1.T.C 1.U.V 1.H.C 1.M.C 1.I.V 1._._ 1.T.C 1.L.C	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	tohmiː+tl	0	1185
3378	utoaztecan-AztecZacapoaxtla-41_feather-1	utoaztecan-AztecZacapoaxtla	FEATHER	feather	ihwi-t	ihwi-t	i h w i + t	utoaztecan-41_feather-8	1064	7 3 6 7 9 1	XBCZ_A	IHWI_T	2	2.I.V 2.H.C 2.W.C 2.I.V 2._._ 2.T.C	1.5 1.75 1.5 0.8 0.0 2.0	ihwi+t	0	1186
3508	utoaztecan-Pipil-41_feather-1	utoaztecan-Pipil	FEATHER	feather	i-uhmi-yu	i-uhmi-yu	i + u h m i + j u	utoaztecan-41_feather-12	1141	7 9 7 3 4 7 9 6 7	X_XBCZ_AX	I_YHMI_JY	27	27.I.V 27._._ 27.Y.V 27.H.C 27.M.C 27.I.V 27._._ 27.J.C 27.Y.V	1.5 0.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	i+uhmi+ju	0	1211
3648	utoaztecan-SoutheasternTepehuan-41_feather-1	utoaztecan-SoutheasternTepehuan	FEATHER	feather	a'na'	a'na'	a n a ʔ	utoaztecan-41_feather-4	153	7 4 7 1	XBYN	ANAH	31	31.A.V 31.N.C 31.A.V 31.H.c	1.5 1.75 1.3 0.8	anaʔ	0	1192
3773	utoaztecan-Kitanemuk-41_feather-1	utoaztecan-Kitanemuk	FEATHER	feather	mahac	mahac	m a h a ts	utoaztecan-41_feather-5	242	4 7 3 7 2	AXBYN	MAHAC	17	17.M.C 17.A.V 17.H.C 17.A.V 17.C.c	2.0 1.5 1.75 1.3 0.8	mahats	1	1195
3774	utoaztecan-Kitanemuk-41_feather-2	utoaztecan-Kitanemuk	FEATHER	feather	pohoc	pohoc	p o h o ts		1219	1 7 3 7 2	AXBYN	PUHUC	17	17.P.C 17.U.V 17.H.C 17.U.V 17.C.c	2.0 1.5 1.75 1.3 0.8	pohots	0	1224
3912	utoaztecan-Kiowa-41_feather-1	utoaztecan-Kiowa	FEATHER	feather	áá	áá	aː	utoaztecan-41_feather-14	1275	7	X	A	16	16.A.V	1.5	aː	1	1200
4025	utoaztecan-SanJuanPuebloTewa-41_feather-1	utoaztecan-SanJuanPuebloTewa	FEATHER	feather	phay	phay	pʰ ai	utoaztecan-41_feather-13	1350	1 7	AX	PA	28	28.P.C 28.A.V	2.0 1.5	pʰai	1	1212
4146	utoaztecan-ShoshoniGosiute-41_feather-1	utoaztecan-ShoshoniGosiute	FEATHER	feather	sia-pi	sia-pi	s i a + p i	utoaztecan-41_feather-2	1387	3 7 7 9 1 7	AXZ_AX	SIA_PI	30	30.S.C 30.I.V 30.A.V 30._._ 30.P.C 30.I.V	2.0 1.5 0.8 0.0 2.0 1.5	sia+pi	0	1190
4292	utoaztecan-Comecrudo-41_feather-1	utoaztecan-Comecrudo	FEATHER	feather	xám	xám	x a m		1452	3 7 4	AXN	GAM	7	7.G.C 7.A.V 7.M.c	2.0 1.5 0.8	xam	1	1191
4430	utoaztecan-Comanche-41_feather-1	utoaztecan-Comanche	FEATHER	feather	sia	sia	s i a	utoaztecan-41_feather-2	1387	3 7 7	AXZ	SIA	6	6.S.C 6.I.V 6.A.V	2.0 1.5 0.8	sia	0	1190
4560	utoaztecan-Zuni-41_feather-1	utoaztecan-Zuni	FEATHER	feather	la	la	l a		1604	5 7	AX	LA	38	38.L.C 38.A.V	2.0 1.5	la	0	1222
4690	utoaztecan-Kawaiisu-41_feather-1	utoaztecan-Kawaiisu	FEATHER	feather	wišiʔaa-vi	wišiʔaa-vi	w i ʃ i ʔ aː + v i	utoaztecan-41_feather-2	1387	6 7 3 7 1 7 9 3 7	AXBYBZ_AX	WISIHA_BI	15	15.W.C 15.I.V 15.S.C 15.I.V 15.H.C 15.A.V 15._._ 15.B.C 15.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	wiʃiʔaː+vi	0	1188
4833	utoaztecan-Chemehuevi-41_feather-1	utoaztecan-Chemehuevi	FEATHER	feather	wisia-pi	wisia-pi	w i s i a + p i	utoaztecan-41_feather-2	1387	6 7 3 7 7 9 1 7	AXBYZ_AX	WISIA_PI	4	4.W.C 4.I.V 4.S.C 4.I.V 4.A.V 4._._ 4.P.C 4.I.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	wisia+pi	0	1188
4974	utoaztecan-SouthernPaiute-41_feather-1	utoaztecan-SouthernPaiute	FEATHER	feather	wɨsia(a)	wɨsia	w ɨ s i a	utoaztecan-41_feather-2	1387	6 7 3 7 7	AXBYZ	WISIA	32	32.W.C 32.I.V 32.S.C 32.I.V 32.A.V	2.0 1.5 1.75 1.3 0.8	wɨsia	0	1188
5101	utoaztecan-SouthernUte-41_feather-1	utoaztecan-SouthernUte	FEATHER	feather	pɨttí̵-pɨ	pɨttí̵-pɨ	p ɨ tː ɨ + p ɨ	utoaztecan-41_feather-9	1756	1 7 1 7 9 1 7	AXBZ_AX	PITI_PI	33	33.P.C 33.I.V 33.T.C 33.I.V 33._._ 33.P.C 33.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	pɨtːɨ+pɨ	0	1217
98	utoaztecan-Mono-96_fire-1	utoaztecan-Mono	FIRE	fire	qoso	qoso	q o s o	utoaztecan-96_fire-1	96	1 7 3 7	AXBZ	KUSU	20	20.K.C 20.U.V 20.S.C 20.U.V	2.0 1.5 1.75 0.8	qoso	0	1245
252	utoaztecan-Tubatulabel-96_fire-1	utoaztecan-Tubatulabel	FIRE	fire	ku-t	ku-t	k u + t	utoaztecan-96_fire-2	195	1 7 9 1	AX_A	KY_T	36	36.K.C 36.Y.V 36._._ 36.T.C	2.0 1.5 0.0 2.0	ku+t	0	1228
394	utoaztecan-Serrano-96_fire-1	utoaztecan-Serrano	FIRE	fire	ku-t	ku-t	k u + t	utoaztecan-96_fire-2	195	1 7 9 1	AX_A	KY_T	29	29.K.C 29.Y.V 29._._ 29.T.C	2.0 1.5 0.0 2.0	ku+t	0	1228
518	utoaztecan-Cahuilla-96_fire-1	utoaztecan-Cahuilla	FIRE	fire	kú-t	kú-t	k u + t	utoaztecan-96_fire-2	195	1 7 9 1	AX_A	KY_T	3	3.K.C 3.Y.V 3._._ 3.T.C	2.0 1.5 0.0 2.0	ku+t	0	1228
645	utoaztecan-Cupeno-96_fire-1	utoaztecan-Cupeno	FIRE	fire	kú-t	kú-t	k u + t	utoaztecan-96_fire-2	195	1 7 9 1	AX_A	KY_T	9	9.K.C 9.Y.V 9._._ 9.T.C	2.0 1.5 0.0 2.0	ku+t	0	1228
772	utoaztecan-Luiseno-96_fire-1	utoaztecan-Luiseno	FIRE	fire	kú-t	kú-t	k u + t	utoaztecan-96_fire-2	195	1 7 9 1	AX_A	KY_T	18	18.K.C 18.Y.V 18._._ 18.T.C	2.0 1.5 0.0 2.0	ku+t	0	1228
904	utoaztecan-Gabrielino-96_fire-1	utoaztecan-Gabrielino	FIRE	fire	c̣āvut	c̣āvut	ʈʂ aː v u t	utoaztecan-96_fire-6	472	2 7 3 7 1	AXBYN	CABYT	11	11.C.C 11.A.V 11.B.C 11.Y.V 11.T.c	2.0 1.5 1.75 1.3 0.8	ʈʂaːvut	0	1236
1029	utoaztecan-Hopi-96_fire-1	utoaztecan-Hopi	FIRE	fire	í̵ɨwiŋwɨ	í̵ɨwiŋwɨ	ɨː w i ŋ w ɨ	utoaztecan-96_fire-7	533	7 6 7 4 6 7	XBYBCZ	IWINWI	13	13.I.V 13.W.C 13.I.V 13.N.C 13.W.C 13.I.V	1.5 1.75 1.3 1.75 1.5 0.8	ɨːwiŋwɨ	0	1238
1158	utoaztecan-Papago-96_fire-1	utoaztecan-Papago	FIRE	fire	naada	naada	n aː d a	utoaztecan-96_fire-3	596	4 7 1 7	AXBZ	NATA	25	25.N.C 25.A.V 25.T.C 25.A.V	2.0 1.5 1.75 0.8	naːda	0	1250
1305	utoaztecan-PimaDeOnavas-96_fire-1	utoaztecan-PimaDeOnavas	FIRE	fire	tai	tai	t ai	utoaztecan-96_fire-4	640	1 7	AX	TA	26	26.T.C 26.A.V	2.0 1.5	tai	0	1235
1461	utoaztecan-NorthernTepehuan-96_fire-1	utoaztecan-NorthernTepehuan	FIRE	fire	tai	tai	t ai	utoaztecan-96_fire-4	640	1 7	AX	TA	22	22.T.C 22.A.V	2.0 1.5	tai	0	1235
1462	utoaztecan-NorthernTepehuan-96_fire-2	utoaztecan-NorthernTepehuan	FIRE	fire	ta-i	ta-i	t a + i	utoaztecan-96_fire-4	640	1 7 9 7	AX_X	TA_I	22	22.T.C 22.A.V 22._._ 22.I.V	2.0 1.5 0.0 1.5	ta+i	0	1235
1617	utoaztecan-NorthernPaiute-96_fire-1	utoaztecan-NorthernPaiute	FIRE	fire	kosso	kosso	k o sː o	utoaztecan-96_fire-1	96	1 7 3 7	AXBZ	KUSU	21	21.K.C 21.U.V 21.S.C 21.U.V	2.0 1.5 1.75 0.8	kosːo	0	1245
1759	utoaztecan-Opata-96_fire-1	utoaztecan-Opata	FIRE	fire	thai	thai	tʰ ai	utoaztecan-96_fire-4	640	1 7	AX	TA	23	23.T.C 23.A.V	2.0 1.5	tʰai	0	1235
1909	utoaztecan-Eudeve-96_fire-1	utoaztecan-Eudeve	FIRE	fire	té	té	t e	utoaztecan-96_fire-4	640	1 7	AX	TE	10	10.T.C 10.E.V	2.0 1.5	te	0	1235
2037	utoaztecan-Guarijio-96_fire-1	utoaztecan-Guarijio	FIRE	fire	naʔí	naʔí	n a ʔ i	utoaztecan-96_fire-3	596	4 7 1 7	AXBZ	NAHI	12	12.N.C 12.A.V 12.H.C 12.I.V	2.0 1.5 1.75 0.8	naʔi	0	1237
2169	utoaztecan-Tarahumara-96_fire-1	utoaztecan-Tarahumara	FIRE	fire	naʔí	naʔí	n a ʔ i	utoaztecan-96_fire-3	596	4 7 1 7	AXBZ	NAHI	34	34.N.C 34.A.V 34.H.C 34.I.V	2.0 1.5 1.75 0.8	naʔi	0	1237
2320	utoaztecan-Tubar-96_fire-1	utoaztecan-Tubar	FIRE	fire	taha-mé-t	taha-mé-t	t a h a + m e + t	utoaztecan-96_fire-4	640	1 7 3 7 9 4 7 9 1	AXBZ_AX_A	TAHA_ME_T	35	35.T.C 35.A.V 35.H.C 35.A.V 35._._ 35.M.C 35.E.V 35._._ 35.T.C	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0	taha+me+t	0	1260
2457	utoaztecan-Mayo-96_fire-1	utoaztecan-Mayo	FIRE	fire	táhhi	táhhi	t a hː i	utoaztecan-96_fire-4	640	1 7 3 7	AXBZ	TAHI	19	19.T.C 19.A.V 19.H.C 19.I.V	2.0 1.5 1.75 0.8	tahːi	0	1233
2596	utoaztecan-Yaqui-96_fire-1	utoaztecan-Yaqui	FIRE	fire	táhi	táhi	t a h i	utoaztecan-96_fire-4	640	1 7 3 7	AXBZ	TAHI	37	37.T.C 37.A.V 37.H.C 37.I.V	2.0 1.5 1.75 0.8	tahi	0	1233
2735	utoaztecan-Cora-96_fire-1	utoaztecan-Cora	FIRE	fire	táih	táih	t ai h	utoaztecan-96_fire-4	640	1 7 3	AXN	TAH	8	8.T.C 8.A.V 8.H.c	2.0 1.5 0.8	taih	0	1233
2888	utoaztecan-Huichol-96_fire-1	utoaztecan-Huichol	FIRE	fire	taí	taí	t ai	utoaztecan-96_fire-4	640	1 7	AX	TA	14	14.T.C 14.A.V	2.0 1.5	tai	0	1235
3028	utoaztecan-ClassicalAztec-96_fire-1	utoaztecan-ClassicalAztec	FIRE	fire	tle-tl	tle-tl	t l e + t l	utoaztecan-96_fire-4	640	1 5 7 9 1 5	ACX_AC	TLE_TL	5	5.T.C 5.L.C 5.E.V 5._._ 5.T.C 5.L.C	2.0 1.5 1.5 0.0 2.0 1.5	tle+tl	0	1226
3158	utoaztecan-Pannamint-96_fire-1	utoaztecan-Pannamint	FIRE	fire	kuna	kuna	k u n a	utoaztecan-96_fire-3	596	1 7 4 7	AXBZ	KYNA	24	24.K.C 24.Y.V 24.N.C 24.A.V	2.0 1.5 1.75 0.8	kuna	0	1229
3303	utoaztecan-AztecTetelcingo-96_fire-1	utoaztecan-AztecTetelcingo	FIRE	fire	tlecin-tli	tlecin-tli	t l e ts i n + t l i	utoaztecan-96_fire-4	640	1 5 7 2 7 4 9 1 5 7	ACXBYN_ACX	TLECIN_TLI	1	1.T.C 1.L.C 1.E.V 1.C.C 1.I.V 1.N.c 1._._ 1.T.C 1.L.C 1.I.V	2.0 1.5 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.5	tletsin+tli	0	1226
3438	utoaztecan-AztecZacapoaxtla-96_fire-1	utoaztecan-AztecZacapoaxtla	FIRE	fire	ti-t	ti-t	t i + t	utoaztecan-96_fire-4	640	1 7 9 1	AX_A	TI_T	2	2.T.C 2.I.V 2._._ 2.T.C	2.0 1.5 0.0 2.0	ti+t	0	1227
3577	utoaztecan-Pipil-96_fire-1	utoaztecan-Pipil	FIRE	fire	ti-t	ti-t	t i + t	utoaztecan-96_fire-4	640	1 7 9 1	AX_A	TI_T	27	27.T.C 27.I.V 27._._ 27.T.C	2.0 1.5 0.0 2.0	ti+t	0	1227
3704	utoaztecan-SoutheasternTepehuan-96_fire-1	utoaztecan-SoutheasternTepehuan	FIRE	fire	tai	tai	t ai	utoaztecan-96_fire-4	640	1 7	AX	TA	31	31.T.C 31.A.V	2.0 1.5	tai	0	1235
3842	utoaztecan-Kitanemuk-96_fire-1	utoaztecan-Kitanemuk	FIRE	fire	kut	kut	k u t	utoaztecan-96_fire-2	195	1 7 1	AXN	KYT	17	17.K.C 17.Y.V 17.T.c	2.0 1.5 0.8	kut	0	1242
3968	utoaztecan-Kiowa-96_fire-1	utoaztecan-Kiowa	FIRE	fire	pʰÍÍ-	pʰÍÍ-	pʰ ɪː	utoaztecan-96_fire-8	1312	1 7	AX	PI	16	16.P.C 16.I.V	2.0 1.5	pʰɪː	0	1241
4080	utoaztecan-SanJuanPuebloTewa-96_fire-1	utoaztecan-SanJuanPuebloTewa	FIRE	fire	phaa	phaa	pʰ aː	utoaztecan-96_fire-8	1312	1 7	AX	PA	28	28.P.C 28.A.V	2.0 1.5	pʰaː	0	1241
4207	utoaztecan-ShoshoniGosiute-96_fire-1	utoaztecan-ShoshoniGosiute	FIRE	fire	kuna	kuna	k u n a	utoaztecan-96_fire-3	596	1 7 4 7	AXBZ	KYNA	30	30.K.C 30.Y.V 30.N.C 30.A.V	2.0 1.5 1.75 0.8	kuna	0	1229
4366	utoaztecan-Comecrudo-96_fire-1	utoaztecan-Comecrudo	FIRE	fire	klewém	klewém	k l e w e m		1526	1 5 7 6 7 4	ACXBYN	KLEWEM	7	7.K.C 7.L.C 7.E.V 7.W.C 7.E.V 7.M.c	2.0 1.5 1.5 1.75 1.3 0.8	klewem	0	1232
4367	utoaztecan-Comecrudo-96_fire-2	utoaztecan-Comecrudo	FIRE	fire	len	len	l e n		1527	5 7 4	AXN	LEN	7	7.L.C 7.E.V 7.N.c	2.0 1.5 0.8	len	0	1264
