ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
3142	utoaztecan-Pannamint-81_sing-1	utoaztecan-Pannamint	SING	sing	hupia-tɨkkwɨ	hupia-tɨkkwɨ	h u p i a + t ɨ kː w ɨ	utoaztecan-81_sing-1	81	3 7 1 7 7 9 1 7 1 6 7	AXBYZ_AXBCZ	HYPIA_TIKWI	24	24.H.C 24.Y.V 24.P.C 24.I.V 24.A.V 24._._ 24.T.C 24.I.V 24.K.C 24.W.C 24.I.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.5 0.8	hupia+tɨkːwɨ	0	3492
3288	utoaztecan-AztecTetelcingo-81_sing-1	utoaztecan-AztecTetelcingo	SING	sing	kwika	kwika	kʷ i k a	utoaztecan-81_sing-6	748	1 7 1 7	AXBZ	KIKA	1	1.K.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	kʷika	0	3489
3422	utoaztecan-AztecZacapoaxtla-81_sing-1	utoaztecan-AztecZacapoaxtla	SING	sing	kantaarooa	kantaarooa	k a n t aː r oː a	utoaztecan-81_sing-12	1161	1 7 4 1 7 5 7 7	AXMBYBYZ	KANTARUA	2	2.K.C 2.A.V 2.N.c 2.T.C 2.A.V 2.R.C 2.U.V 2.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kantaːroːa	0	3490
3563	utoaztecan-Pipil-81_sing-1	utoaztecan-Pipil	SING	sing	takwika	takwika	t a kʷ i k a	utoaztecan-81_sing-6	748	1 7 1 7 1 7	AXBYBZ	TAKIKA	27	27.T.C 27.A.V 27.K.C 27.I.V 27.K.C 27.A.V	2.0 1.5 1.75 1.3 1.75 0.8	takʷika	0	3489
3689	utoaztecan-SoutheasternTepehuan-81_sing-1	utoaztecan-SoutheasternTepehuan	SING	sing	kantaru'	kantaru'	k a n t a r u ʔ		1197	1 7 4 1 7 5 7 1	AXMBYBYN	KANTARYH	31	31.K.C 31.A.V 31.N.c 31.T.C 31.A.V 31.R.C 31.Y.V 31.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kantaruʔ	0	3519
3826	utoaztecan-Kitanemuk-81_sing-1	utoaztecan-Kitanemuk	SING	sing	ju7	ju7	dʒ u ʔ	utoaztecan-81_sing-14	1234	1 7 1	AXN	TYH	17	17.T.C 17.Y.V 17.H.c	2.0 1.5 0.8	dʒuʔ	0	3505
3953	utoaztecan-Kiowa-81_sing-1	utoaztecan-Kiowa	SING	sing	dᴐ́ᴐ́	dᴐ́ᴐ́	d ɔː	utoaztecan-81_sing-15	1300	1 7	AX	TU	16	16.T.C 16.U.V	2.0 1.5	dɔː	1	3499
4065	utoaztecan-SanJuanPuebloTewa-81_sing-1	utoaztecan-SanJuanPuebloTewa	SING	sing	khaʔwan	khaʔwan	kʰ a ˀw a n	utoaztecan-81_sing-3	1364	1 7 6 7 4	AXBYN	KAWAN	28	28.K.C 28.A.V 28.W.C 28.A.V 28.N.c	2.0 1.5 1.75 1.3 0.8	kʰaˀwan	0	3516
4190	utoaztecan-ShoshoniGosiute-81_sing-1	utoaztecan-ShoshoniGosiute	SING	sing	nittoi	nittoi	n i tː oi	utoaztecan-81_sing-7	1392	4 7 1 7	AXBZ	NITU	30	30.N.C 30.I.V 30.T.C 30.U.V	2.0 1.5 1.75 0.8	nitːoi	0	3518
4348	utoaztecan-Comecrudo-81_sing-1	utoaztecan-Comecrudo	SING	sing	kuampak	kuampak	k u a m p a k		1508	1 7 7 4 1 7 1	AXYMBYN	KYAMPAK	7	7.K.C 7.Y.V 7.A.V 7.M.c 7.P.C 7.A.V 7.K.c	2.0 1.5 1.3 1.1 1.75 1.3 0.8	kuampak	0	3495
4471	utoaztecan-Comanche-81_sing-1	utoaztecan-Comanche	SING	sing	tɨnikwɨ	tɨnikwɨ	t ɨ n i kʷ ɨ	utoaztecan-81_sing-2	694	1 7 4 7 1 7	AXBYBZ	TINIKI	6	6.T.C 6.I.V 6.N.C 6.I.V 6.K.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tɨnikʷɨ	0	3494
4610	utoaztecan-Zuni-81_sing-1	utoaztecan-Zuni	SING	sing	tena-ʔu	tena-ʔu	t e n a + ʔ u		1654	1 7 4 7 9 1 7	AXBZ_AX	TENA_HY	38	38.T.C 38.E.V 38.N.C 38.A.V 38._._ 38.H.C 38.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	tena+ʔu	0	3526
4736	utoaztecan-Kawaiisu-81_sing-1	utoaztecan-Kawaiisu	SING	sing	kaa-	kaa-	k aː	utoaztecan-81_sing-3	1364	1 7	AX	KA	15	15.K.C 15.A.V	2.0 1.5	kaː	0	3503
4872	utoaztecan-Chemehuevi-81_sing-1	utoaztecan-Chemehuevi	SING	sing	hupi-ttu	hupi-ttu	h u p i + tː u	utoaztecan-81_sing-1	81	3 7 1 7 9 1 7	AXBZ_AX	HYPI_TY	4	4.H.C 4.Y.V 4.P.C 4.I.V 4._._ 4.T.C 4.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	hupi+tːu	0	3492
5014	utoaztecan-SouthernPaiute-81_sing-1	utoaztecan-SouthernPaiute	SING	sing	kaa	kaa	k aː	utoaztecan-81_sing-3	1364	1 7	AX	KA	32	32.K.C 32.A.V	2.0 1.5	kaː	0	3503
5141	utoaztecan-SouthernUte-81_sing-1	utoaztecan-SouthernUte	SING	sing	kaai	kaai	k aːi	utoaztecan-81_sing-3	1364	1 7	AX	KA	33	33.K.C 33.A.V	2.0 1.5	kaːi	0	3503
76	utoaztecan-Mono-76_sitsitdown-1	utoaztecan-Mono	SIT DOWN	sit (sit down)	qattɨ	qattɨ	q a tː ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	20	20.K.C 20.A.V 20.T.C 20.I.V	2.0 1.5 1.75 0.8	qatːɨ	0	3530
225	utoaztecan-Tubatulabel-76_sitsitdown-1	utoaztecan-Tubatulabel	SIT DOWN	sit (sit down)	halʔ-ɨt	halʔ-ɨt	h a lˀ + ɨ t	utoaztecan-76_sitsitdown-1	76	3 7 5 9 7 1	AXN_XN	HAL_IT	36	36.H.C 36.A.V 36.L.c 36._._ 36.I.V 36.T.c	2.0 1.5 0.8 0.0 1.5 0.8	halˀ+ɨt	0	3562
226	utoaztecan-Tubatulabel-76_sitsitdown-2	utoaztecan-Tubatulabel	SIT DOWN	sit (sit down)	aahalʔ	aahalʔ	aː h a lˀ		181	7 3 7 5	XBYN	AHAL	36	36.A.V 36.H.C 36.A.V 36.L.c	1.5 1.75 1.3 0.8	aːhalˀ	0	3562
372	utoaztecan-Serrano-76_sitsitdown-1	utoaztecan-Serrano	SIT DOWN	sit (sit down)	nɨɨp-q	nɨɨp-q	n ɨː p + q	utoaztecan-76_sitsitdown-5	267	4 7 1 9 1	AXN_A	NIP_K	29	29.N.C 29.I.V 29.P.c 29._._ 29.K.C	2.0 1.5 0.8 0.0 2.0	nɨːp+q	0	3555
497	utoaztecan-Cahuilla-76_sitsitdown-1	utoaztecan-Cahuilla	SIT DOWN	sit (sit down)	-híw-	-híw-	h i w	utoaztecan-76_sitsitdown-6	330	3 7 6	AXN	HIW	3	3.H.C 3.I.V 3.W.c	2.0 1.5 0.8	hiw	0	3529
624	utoaztecan-Cupeno-76_sitsitdown-1	utoaztecan-Cupeno	SIT DOWN	sit (sit down)	náčɨ	náčɨ	n a tʃ ɨ	utoaztecan-76_sitsitdown-7	369	4 7 1 7	AXBZ	NATI	9	9.N.C 9.A.V 9.T.C 9.I.V	2.0 1.5 1.75 0.8	natʃɨ	0	3535
751	utoaztecan-Luiseno-76_sitsitdown-1	utoaztecan-Luiseno	SIT DOWN	sit (sit down)	táwa-	táwa-	t a w a	utoaztecan-76_sitsitdown-8	419	1 7 6 7	AXBZ	TAWA	18	18.T.C 18.A.V 18.W.C 18.A.V	2.0 1.5 1.75 0.8	tawa	0	3544
877	utoaztecan-Gabrielino-76_sitsitdown-1	utoaztecan-Gabrielino	SIT DOWN	sit (sit down)	yačo	yačo	j a tʃ o	utoaztecan-76_sitsitdown-9	462	6 7 1 7	AXBZ	JATU	11	11.J.C 11.A.V 11.T.C 11.U.V	2.0 1.5 1.75 0.8	jatʃo	0	3537
1008	utoaztecan-Hopi-76_sitsitdown-1	utoaztecan-Hopi	SIT DOWN	sit (sit down)	qátɨ	qátɨ	q a t ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	13	13.K.C 13.A.V 13.T.C 13.I.V	2.0 1.5 1.75 0.8	qatɨ	0	3530
1138	utoaztecan-Papago-76_sitsitdown-1	utoaztecan-Papago	SIT DOWN	sit (sit down)	daha	daha	d a h a	utoaztecan-76_sitsitdown-2	585	1 7 3 7	AXBZ	TAHA	25	25.T.C 25.A.V 25.H.C 25.A.V	2.0 1.5 1.75 0.8	daha	0	3548
1280	utoaztecan-PimaDeOnavas-76_sitsitdown-1	utoaztecan-PimaDeOnavas	SIT DOWN	sit (sit down)	daha	daha	d a h a	utoaztecan-76_sitsitdown-2	585	1 7 3 7	AXBZ	TAHA	26	26.T.C 26.A.V 26.H.C 26.A.V	2.0 1.5 1.75 0.8	daha	0	3548
1431	utoaztecan-NorthernTepehuan-76_sitsitdown-1	utoaztecan-NorthernTepehuan	SIT DOWN	sit (sit down)	dadai	dadai	d a d ai	utoaztecan-76_sitsitdown-2	585	1 7 1 7	AXBZ	TATA	22	22.T.C 22.A.V 22.T.C 22.A.V	2.0 1.5 1.75 0.8	dadai	0	3548
1432	utoaztecan-NorthernTepehuan-76_sitsitdown-2	utoaztecan-NorthernTepehuan	SIT DOWN	sit (sit down)	daxani	daxani	d a x a n i	utoaztecan-76_sitsitdown-2	585	1 7 3 7 4 7	AXBYBZ	TAGANI	22	22.T.C 22.A.V 22.G.C 22.A.V 22.N.C 22.I.V	2.0 1.5 1.75 1.3 1.75 0.8	daxani	0	3568
1591	utoaztecan-NorthernPaiute-76_sitsitdown-1	utoaztecan-NorthernPaiute	SIT DOWN	sit (sit down)	katɨ-	katɨ-	k a t ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	21	21.K.C 21.A.V 21.T.C 21.I.V	2.0 1.5 1.75 0.8	katɨ	0	3530
1592	utoaztecan-NorthernPaiute-76_sitsitdown-2	utoaztecan-NorthernPaiute	SIT DOWN	sit (sit down)	kattɨ	kattɨ	k a tː ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	21	21.K.C 21.A.V 21.T.C 21.I.V	2.0 1.5 1.75 0.8	katːɨ	0	3530
1733	utoaztecan-Opata-76_sitsitdown-1	utoaztecan-Opata	SIT DOWN	sit (sit down)	dasä	dasä	d a s æ	utoaztecan-76_sitsitdown-2	585	1 7 3 7	AXBZ	TASE	23	23.T.C 23.A.V 23.S.C 23.E.V	2.0 1.5 1.75 0.8	dasæ	0	3548
1734	utoaztecan-Opata-76_sitsitdown-2	utoaztecan-Opata	SIT DOWN	sit (sit down)	da	da	d a	utoaztecan-76_sitsitdown-2	585	1 7	AX	TA	23	23.T.C 23.A.V	2.0 1.5	da	0	3548
1881	utoaztecan-Eudeve-76_sitsitdown-1	utoaztecan-Eudeve	SIT DOWN	sit (sit down)	catzí	catzí	ts a t z i	utoaztecan-76_sitsitdown-1	76	2 7 1 3 7	AXBCZ	CATSI	10	10.C.C 10.A.V 10.T.C 10.S.C 10.I.V	2.0 1.5 1.75 1.5 0.8	tsatzi	0	3536
1882	utoaztecan-Eudeve-76_sitsitdown-2	utoaztecan-Eudeve	SIT DOWN	sit (sit down)	dási	dási	d a s i	utoaztecan-76_sitsitdown-1	76	1 7 3 7	AXBZ	TASI	10	10.T.C 10.A.V 10.S.C 10.I.V	2.0 1.5 1.75 0.8	dasi	0	3548
2014	utoaztecan-Guarijio-76_sitsitdown-1	utoaztecan-Guarijio	SIT DOWN	sit (sit down)	kahtí	kahtí	k a h t i	utoaztecan-76_sitsitdown-1	76	1 7 3 1 7	AXMBZ	KAHTI	12	12.K.C 12.A.V 12.H.c 12.T.C 12.I.V	2.0 1.5 1.1 1.75 0.8	kahti	0	3530
2144	utoaztecan-Tarahumara-76_sitsitdown-1	utoaztecan-Tarahumara	SIT DOWN	sit (sit down)	asá/í	asá	a s a	utoaztecan-76_sitsitdown-2	585	7 3 7	XBZ	ASA	34	34.A.V 34.S.C 34.A.V	1.5 1.75 0.8	asa	0	3560
2145	utoaztecan-Tarahumara-76_sitsitdown-2	utoaztecan-Tarahumara	SIT DOWN	sit (sit down)	asá/í	í	i	utoaztecan-76_sitsitdown-2	585	7	X	I	34	34.I.V	1.5	i	0	3571
2290	utoaztecan-Tubar-76_sitsitdown-1	utoaztecan-Tubar	SIT DOWN	sit (sit down)	nesá-	nesá-	n e s a		895	4 7 3 7	AXBZ	NESA	35	35.N.C 35.E.V 35.S.C 35.A.V	2.0 1.5 1.75 0.8	nesa	0	3560
2291	utoaztecan-Tubar-76_sitsitdown-2	utoaztecan-Tubar	SIT DOWN	sit (sit down)	katé-	katé-	k a t e	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATE	35	35.K.C 35.A.V 35.T.C 35.E.V	2.0 1.5 1.75 0.8	kate	0	3530
2436	utoaztecan-Mayo-76_sitsitdown-1	utoaztecan-Mayo	SIT DOWN	sit (sit down)	káttek	káttek	k a tː e k	utoaztecan-76_sitsitdown-1	76	1 7 1 7 1	AXBYN	KATEK	19	19.K.C 19.A.V 19.T.C 19.E.V 19.K.c	2.0 1.5 1.75 1.3 0.8	katːek	0	3530
2573	utoaztecan-Yaqui-76_sitsitdown-1	utoaztecan-Yaqui	SIT DOWN	sit (sit down)	káte	káte	k a t e	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATE	37	37.K.C 37.A.V 37.T.C 37.E.V	2.0 1.5 1.75 0.8	kate	0	3530
2574	utoaztecan-Yaqui-76_sitsitdown-2	utoaztecan-Yaqui	SIT DOWN	sit (sit down)	yésa	yésa	j e s a		948	6 7 3 7	AXBZ	JESA	37	37.J.C 37.E.V 37.S.C 37.A.V	2.0 1.5 1.75 0.8	jesa	0	3560
2714	utoaztecan-Cora-76_sitsitdown-1	utoaztecan-Cora	SIT DOWN	sit (sit down)	-ka	-ka	k a	utoaztecan-76_sitsitdown-1	76	1 7	AX	KA	8	8.K.C 8.A.V	2.0 1.5	ka	1	3534
2859	utoaztecan-Huichol-76_sitsitdown-1	utoaztecan-Huichol	SIT DOWN	sit (sit down)	yerɨ	yerɨ	j e r ɨ	utoaztecan-76_sitsitdown-2	585	6 7 5 7	AXBZ	JERI	14	14.J.C 14.E.V 14.R.C 14.I.V	2.0 1.5 1.75 0.8	jerɨ	0	3540
2860	utoaztecan-Huichol-76_sitsitdown-2	utoaztecan-Huichol	SIT DOWN	sit (sit down)	ye	ye	j e	utoaztecan-76_sitsitdown-2	585	6 7	AX	JE	14	14.J.C 14.E.V	2.0 1.5	je	1	3540
2861	utoaztecan-Huichol-76_sitsitdown-3	utoaztecan-Huichol	SIT DOWN	sit (sit down)	ya	ya	j a	utoaztecan-76_sitsitdown-2	585	6 7	AX	JA	14	14.J.C 14.A.V	2.0 1.5	ja	0	3537
3007	utoaztecan-ClassicalAztec-76_sitsitdown-1	utoaztecan-ClassicalAztec	SIT DOWN	sit (sit down)	tlaa-l-liia	tlaa-l-liia	t l aː + l + l iː a	utoaztecan-76_sitsitdown-4	1080	1 5 7 9 5 9 5 7 7	ACX_A_AXZ	TLA_L_LIA	5	5.T.C 5.L.C 5.A.V 5._._ 5.L.C 5._._ 5.L.C 5.I.V 5.A.V	2.0 1.5 1.5 0.0 2.0 0.0 2.0 1.5 0.8	tlaː+l+liːa	0	3531
3137	utoaztecan-Pannamint-76_sitsitdown-1	utoaztecan-Pannamint	SIT DOWN	sit (sit down)	kattɨ	kattɨ	k a tː ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	24	24.K.C 24.A.V 24.T.C 24.I.V	2.0 1.5 1.75 0.8	katːɨ	0	3530
3282	utoaztecan-AztecTetelcingo-76_sitsitdown-1	utoaztecan-AztecTetelcingo	SIT DOWN	sit (sit down)	yewatiika	yewatiika	j e w a t iː k a	utoaztecan-76_sitsitdown-10	1145	6 7 6 7 1 7 1 7	AXBYBYBZ	JEWATIKA	1	1.J.C 1.E.V 1.W.C 1.A.V 1.T.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jewatiːka	0	3527
3416	utoaztecan-AztecZacapoaxtla-76_sitsitdown-1	utoaztecan-AztecZacapoaxtla	SIT DOWN	sit (sit down)	tokocyeto	tokocyeto	t o k o ts j e t o	utoaztecan-76_sitsitdown-11	1159	1 7 1 7 2 6 7 1 7	AXBYBCYBZ	TUKUCJETU	2	2.T.C 2.U.V 2.K.C 2.U.V 2.C.C 2.J.C 2.E.V 2.T.C 2.U.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	tokotsjeto	0	3528
3556	utoaztecan-Pipil-76_sitsitdown-1	utoaztecan-Pipil	SIT DOWN	sit (sit down)	talia	talia	t a l i a	utoaztecan-76_sitsitdown-4	1080	1 7 5 7 7	AXBYZ	TALIA	27	27.T.C 27.A.V 27.L.C 27.I.V 27.A.V	2.0 1.5 1.75 1.3 0.8	talia	0	3553
3684	utoaztecan-SoutheasternTepehuan-76_sitsitdown-1	utoaztecan-SoutheasternTepehuan	SIT DOWN	sit (sit down)	daka'	daka'	d a k a ʔ	utoaztecan-76_sitsitdown-12	1196	1 7 1 7 1	AXBYN	TAKAH	31	31.T.C 31.A.V 31.K.C 31.A.V 31.H.c	2.0 1.5 1.75 1.3 0.8	dakaʔ	0	3544
3818	utoaztecan-Kitanemuk-76_sitsitdown-1	utoaztecan-Kitanemuk	SIT DOWN	sit (sit down)	ra7wyk	ra7wyk	r a ˀw y k	utoaztecan-76_sitsitdown-8	419	5 7 6 7 1	AXBYN	RAWYK	17	17.R.C 17.A.V 17.W.C 17.Y.V 17.K.c	2.0 1.5 1.75 1.3 0.8	raˀwyk	0	3543
3948	utoaztecan-Kiowa-76_sitsitdown-1	utoaztecan-Kiowa	SIT DOWN	sit (sit down)	áágyà	áágyà	aː g y a	utoaztecan-76_sitsitdown-13	1297	7 1 7 7	XBYZ	AKYA	16	16.A.V 16.K.C 16.Y.V 16.A.V	1.5 1.75 1.3 0.8	aːgya	0	3542
4060	utoaztecan-SanJuanPuebloTewa-76_sitsitdown-1	utoaztecan-SanJuanPuebloTewa	SIT DOWN	sit (sit down)	ǽn	ǽn	æ n	utoaztecan-76_sitsitdown-13	1297	7 4	XN	EN	28	28.E.V 28.N.c	1.5 0.8	æn	0	3554
4183	utoaztecan-ShoshoniGosiute-76_sitsitdown-1	utoaztecan-ShoshoniGosiute	SIT DOWN	sit (sit down)	kattɨ	kattɨ	k a tː ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	30	30.K.C 30.A.V 30.T.C 30.I.V	2.0 1.5 1.75 0.8	katːɨ	0	3530
4184	utoaztecan-ShoshoniGosiute-76_sitsitdown-2	utoaztecan-ShoshoniGosiute	SIT DOWN	sit (sit down)	katɨ-	katɨ-	k a t ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	30	30.K.C 30.A.V 30.T.C 30.I.V	2.0 1.5 1.75 0.8	katɨ	0	3530
4340	utoaztecan-Comecrudo-76_sitsitdown-1	utoaztecan-Comecrudo	SIT DOWN	sit (sit down)	elpaú	elpaú	e l p au		1500	7 5 1 7	XMBZ	ELPA	7	7.E.V 7.L.c 7.P.C 7.A.V	1.5 1.1 1.75 0.8	elpau	0	3533
4466	utoaztecan-Comanche-76_sitsitdown-1	utoaztecan-Comanche	SIT DOWN	sit (sit down)	kattɨ	kattɨ	k a tː ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	6	6.K.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	katːɨ	0	3530
4600	utoaztecan-Zuni-76_sitsitdown-1	utoaztecan-Zuni	SIT DOWN	sit (sit down)	ʔi-tina	ʔi-tina	ʔ i + t i n a		1644	1 7 9 1 7 4 7	AX_AXBZ	HI_TINA	38	38.H.C 38.I.V 38._._ 38.T.C 38.I.V 38.N.C 38.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ʔi+tina	0	3564
4601	utoaztecan-Zuni-76_sitsitdown-2	utoaztecan-Zuni	SIT DOWN	sit (sit down)	ʔi:m-u	ʔi:m-u	ʔ iː m + u		1645	1 7 4 9 7	AXN_X	HIM_Y	38	38.H.C 38.I.V 38.M.c 38._._ 38.Y.V	2.0 1.5 0.8 0.0 1.5	ʔiːm+u	0	3575
4730	utoaztecan-Kawaiisu-76_sitsitdown-1	utoaztecan-Kawaiisu	SIT DOWN	sit (sit down)	karɨ-	karɨ-	k a r ɨ	utoaztecan-76_sitsitdown-1	76	1 7 5 7	AXBZ	KARI	15	15.K.C 15.A.V 15.R.C 15.I.V	2.0 1.5 1.75 0.8	karɨ	0	3530
4867	utoaztecan-Chemehuevi-76_sitsitdown-1	utoaztecan-Chemehuevi	SIT DOWN	sit (sit down)	katɨ	katɨ	k a t ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	4	4.K.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	katɨ	0	3530
5009	utoaztecan-SouthernPaiute-76_sitsitdown-1	utoaztecan-SouthernPaiute	SIT DOWN	sit (sit down)	katɨ	katɨ	k a t ɨ	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	32	32.K.C 32.A.V 32.T.C 32.I.V	2.0 1.5 1.75 0.8	katɨ	0	3530
5135	utoaztecan-SouthernUte-76_sitsitdown-1	utoaztecan-SouthernUte	SIT DOWN	sit (sit down)	katí	katí	k a t i	utoaztecan-76_sitsitdown-1	76	1 7 1 7	AXBZ	KATI	33	33.K.C 33.A.V 33.T.C 33.I.V	2.0 1.5 1.75 0.8	kati	0	3530
117	utoaztecan-Mono-113_six-1	utoaztecan-Mono	SIX	six	naabahí-i/tu	naabahí-i	n aː b a h i + i	utoaztecan-113_six-1	112	4 7 1 7 3 7 9 7	AXBYBZ_X	NAPAHI_I	20	20.N.C 20.A.V 20.P.C 20.A.V 20.H.C 20.I.V 20._._ 20.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 1.5	naːbahi+i	0	3579
118	utoaztecan-Mono-113_six-2	utoaztecan-Mono	SIX	six	naabahí-i/tu	tu	t u	utoaztecan-113_six-1	112	1 7	AX	TY	20	20.T.C 20.Y.V	2.0 1.5	tu	1	3613
274	utoaztecan-Tubatulabel-113_six-1	utoaztecan-Tubatulabel	SIX	six	napaai	napaai	n a p aːi	utoaztecan-113_six-1	112	4 7 1 7	AXBZ	NAPA	36	36.N.C 36.A.V 36.P.C 36.A.V	2.0 1.5 1.75 0.8	napaːi	0	3579
411	utoaztecan-Serrano-113_six-1	utoaztecan-Serrano	SIX	six	päävahi'	päävahi'	p æː v a h i ʔ	utoaztecan-113_six-3	288	1 7 3 7 3 7 1	AXBYBYN	PEBAHIH	29	29.P.C 29.E.V 29.B.C 29.A.V 29.H.C 29.I.V 29.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pæːvahiʔ	0	3590
535	utoaztecan-Cahuilla-113_six-1	utoaztecan-Cahuilla	SIX	six	kwansúple	kwansúple	kʷ a n s u p l e	utoaztecan-113_six-2	345	1 7 4 3 7 1 5 7	AXMBYBCZ	KANSYPLE	3	3.K.C 3.A.V 3.N.c 3.S.C 3.Y.V 3.P.C 3.L.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	kʷansuple	0	3578
662	utoaztecan-Cupeno-113_six-1	utoaztecan-Cupeno	SIX	six	nemakwánaŋax suplewet	nemakwánaŋax suplewet	n e m a kʷ a n a ŋ a x + s u p l e w e t	utoaztecan-113_six-2	345	4 7 4 7 1 7 4 7 4 7 3 9 3 7 1 5 7 6 7 1	AXBYBYBYBYN_AXBCYBYN	NEMAKANANAG_SYPLEWET	9	9.N.C 9.E.V 9.M.C 9.A.V 9.K.C 9.A.V 9.N.C 9.A.V 9.N.C 9.A.V 9.G.c 9._._ 9.S.C 9.Y.V 9.P.C 9.L.C 9.E.V 9.W.C 9.E.V 9.T.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	nemakʷanaŋax+suplewet	0	3584
789	utoaztecan-Luiseno-113_six-1	utoaztecan-Luiseno	SIX	six	pavááhay	pavááhay	p a v aː h ai	utoaztecan-113_six-3	288	1 7 3 7 3 7	AXBYBZ	PABAHA	18	18.P.C 18.A.V 18.B.C 18.A.V 18.H.C 18.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pavaːhai	0	3590
1048	utoaztecan-Hopi-113_six-1	utoaztecan-Hopi	SIX	six	navay	navay	n a v ai	utoaztecan-113_six-1	112	4 7 3 7	AXBZ	NABA	13	13.N.C 13.A.V 13.B.C 13.A.V	2.0 1.5 1.75 0.8	navai	0	3579
1174	utoaztecan-Papago-113_six-1	utoaztecan-Papago	SIX	six	cuudp	cuudp	ts uː d p	utoaztecan-113_six-8	605	2 7 1 1	AXLN	CYTP	25	25.C.C 25.Y.V 25.T.c 25.P.c	2.0 1.5 1.1 0.8	tsuːdp	0	3597
1325	utoaztecan-PimaDeOnavas-113_six-1	utoaztecan-PimaDeOnavas	SIX	six	tutpo	tutpo	t u t p o	utoaztecan-113_six-8	605	1 7 1 1 7	AXMBZ	TYTPU	26	26.T.C 26.Y.V 26.T.c 26.P.C 26.U.V	2.0 1.5 1.1 1.75 0.8	tutpo	0	3597
1480	utoaztecan-NorthernTepehuan-113_six-1	utoaztecan-NorthernTepehuan	SIX	six	naadámi	naadámi	n aː d a m i	utoaztecan-113_six-7	674	4 7 1 7 4 7	AXBYBZ	NATAMI	22	22.N.C 22.A.V 22.T.C 22.A.V 22.M.C 22.I.V	2.0 1.5 1.75 1.3 1.75 0.8	naːdami	0	3594
1636	utoaztecan-NorthernPaiute-113_six-1	utoaztecan-NorthernPaiute	SIX	six	naapahi	naapahi	n aː p a h i	utoaztecan-113_six-1	112	4 7 1 7 3 7	AXBYBZ	NAPAHI	21	21.N.C 21.A.V 21.P.C 21.A.V 21.H.C 21.I.V	2.0 1.5 1.75 1.3 1.75 0.8	naːpahi	0	3579
1779	utoaztecan-Opata-113_six-1	utoaztecan-Opata	SIX	six	bussani	bussani	b u sː a n i	utoaztecan-113_six-5	764	1 7 3 7 4 7	AXBYBZ	PYSANI	23	23.P.C 23.Y.V 23.S.C 23.A.V 23.N.C 23.I.V	2.0 1.5 1.75 1.3 1.75 0.8	busːani	0	3585
1926	utoaztecan-Eudeve-113_six-1	utoaztecan-Eudeve	SIX	six	vusani	vusani	v u s a n i	utoaztecan-113_six-5	764	3 7 3 7 4 7	AXBYBZ	BYSANI	10	10.B.C 10.Y.V 10.S.C 10.A.V 10.N.C 10.I.V	2.0 1.5 1.75 1.3 1.75 0.8	vusani	0	3585
